year,city,state,age,hardness,ph,infrate,typhoid_rate,np_tub_rate,mom_rate,population,precipitation,temperature,lead,foreign_share
1900,Hazleton,PA,23.32038879,111,7.300000191,0.478873253,0.028169014,0,0.211267605,142,3.350943089,48.97149277,1,0.233009711
1900,Hoboken,NJ,26.12881279,95,7.300000191,0.497470498,0.016863406,0.033726811,0.215851605,593,3.752266169,52.19020462,1,0.386440665
1900,Holyoke,MA,25.28846169,11,6.400000095,0.647702396,0.030634573,0.021881837,0.140043765,457,3.61384511,47.72419739,1,0.304487169
1900,Indianapolis,IN,28.94026184,64,8.100000381,0.321703136,0.041395623,0.011827321,0.197516263,1691,3.365818739,51.8216362,1,0.092097074
1900,Jackson,MI,29.98790359,269,8,0.147410363,0.067729086,0.011952192,0.187251002,251,2.610051155,44.54868317,1,0.133064523
1900,Jacksonville,FL,24.51698112,248,7.5,0.60915494,0.035211269,0.017605634,0.211267605,284,4.501703262,70.62281036,0,0.003773585
1900,Johnstown,PA,24.83492088,111,7.300000191,0.571030617,0.130919218,0.016713092,0.136490256,359,3.350943089,48.97149277,1,0.152380958
1900,Kalamazoo,MI,29.88546181,140,8.399999619,0.282786876,0.036885247,0.024590164,0.209016398,244,2.610051155,44.54868317,1,0.158590302
1900,Kansas City,MO,28.33870888,261,8.199999809,0.301160663,0.035430666,0.00855223,0.217470989,1637,3.417046785,54.64561462,0,0.11469534
1900,Kingston,NY,29.25378799,43,7.300000191,0.367346942,0.012244898,0.008163265,0.19183673,245,3.278735399,45.26791,1,0.125
1900,Lancaster,PA,27.13975906,195,7.800000191,0.371980667,0.043478262,0.033816423,0.185990334,414,3.350943089,48.97149277,1,0.079518072
1900,Lansing,MI,30.9515152,412,7,0.207317069,0.073170729,0.006097561,0.146341458,164,2.610051155,44.54868317,1,0.109090909
1900,Lawrence,MA,26.59843826,21,6.5,0.639999986,0.019200001,0.0144,0.216000006,625,3.61384511,47.72419739,1,0.385937512
1900,Leavenworth,KS,30.89999962,294,8.100000381,0.35265699,0.028985508,0.004830918,0.149758458,207,2.296776295,54.26220703,1,0.135294124
1900,Lima,OH,25.97247696,362,7.5,0.4654378,0.073732719,0.013824885,0.193548381,217,3.193537951,50.73552704,1,0.068807341
1900,Lincoln,NE,25.86666679,240,7.800000191,0.182044894,0.009975063,0.012468828,0.211970076,401,1.903238297,48.77492523,1,0.142528743
1900,Lockport,NY,31.4285717,140,8.199999809,0.206060603,0.024242423,0.012121212,0.230303034,165,3.278735399,45.26791,0,0.216748774
1900,Los Angeles,CA,29.66020393,69,7.900000095,0.254882813,0.038085938,0.028320313,0.1953125,1024,1.850306988,59.02616882,1,0.18571429
1900,Louisville,KY,27.17410088,138,7.5,0.310698569,0.063996091,0.020517832,0.221787989,2047,3.956812859,55.77843475,1,0.089688249
1900,Lowell,MA,28.59707642,30,6.400000095,0.551106453,0.017913593,0.018967334,0.211801901,949,3.61384511,47.72419739,1,0.422755748
1900,Lynchburg,VA,22.75833321,70,7.599999905,0.611702144,0.122340426,0.031914894,0.143617019,188,3.557668209,55.20402145,1,0
1900,Lynn,MA,30.11587334,21,6.5,0.340145975,0.018978102,0.026277373,0.182481751,685,3.61384511,47.72419739,0,0.269841284
1900,Madison,WI,25.68000031,258,7.699999809,0.141361251,0.005235602,0.005235602,0.162303671,191,2.617222309,43.04780579,1,0.186666667
1900,Malden,MA,29.71621704,21,6.5,0.354166657,0.020833334,0.005952381,0.244047612,336,3.61384511,47.72419739,1,0.232432425
1900,Manchester,NH,28.1175251,11,6.300000191,0.63268894,0.015817223,0.031634446,0.175746918,569,3.583282232,43.29488373,1,0.420618564
1900,McKeesport,PA,23.70798874,111,7.300000191,0.616959035,0.070175439,0.00877193,0.187134504,342,3.350943089,48.97149277,1,0.267217636
1900,Medford,MA,31.66315842,21,6.5,0.324175835,0.027472528,0.010989011,0.197802201,182,3.61384511,47.72419739,0,0.315789461
1900,Memphis,TN,25.94385338,47,6.400000095,0.297165215,0.047898337,0.013685239,0.20527859,1023,4.341571808,57.95986938,1,0.062923521
1900,Meriden,CT,25.14426231,50,6.5,0.330578506,0.02892562,0.012396694,0.214876026,242,3.802748442,48.52412415,0,0.350819677
1900,Milwaukee,WI,24.91346931,258,7.699999809,0.477742732,0.012267788,0.012618297,0.175254121,2853,2.617222309,43.04780579,1,0.302679211
1900,Minneapolis,MN,26.60873413,175,8.100000381,0.222496301,0.041440554,0.029107055,0.231376424,2027,2.180336237,40.81125641,1,0.309770375
1900,Mobile,AL,29.33749962,161,8,0.578125,0.083333336,0.0234375,0.21875,384,4.486104012,63.32448959,0,0.07
1900,Montclair,NJ,28.57653046,280,7.699999809,0.568345308,0.028776979,0.050359711,0.323741019,139,3.752266169,52.19020462,1,0.193877548
1900,Mount Vernon,NY,24.42246056,110,7.099999905,0.636792481,0.004716981,0.018867925,0.183962271,212,3.278735399,45.26791,0,0.13903743
1900,Muskegon,MI,27.05213356,140,8.399999619,0.375,0.014423077,0.024038462,0.192307696,208,2.610051155,44.54868317,0,0.298578203
1900,Nashua,NH,25.9822216,30,6.400000095,0.554621875,0.004201681,0.021008404,0.168067232,238,3.583282232,43.29488373,0,0.519999981
1900,Nashville,TN,26.39401436,90,7.5,0.445544541,0.049504951,0.040841583,0.178217828,808,4.341571808,57.95986938,1,0.028678304
1900,New Bedford,MA,27.67070198,2,5.699999809,0.697115362,0.040064104,0.01923077,0.272435904,624,3.61384511,47.72419739,1,0.354721546
1900,New Britain,CT,23.53816795,50,6.5,0.706563711,0.015444015,0.019305019,0.162162155,259,3.802748442,48.52412415,1,0.316793889
1900,New Brunswick,NJ,29.15151596,73,7.5,0.444999993,0.02,0.015,0.219999999,200,3.752266169,52.19020462,1,0.13636364
1900,Newcastle,PA,24.69862938,111,7.300000191,0.35689047,0.137809187,0.007067138,0.15194346,283,3.350943089,48.97149277,1,0.100456618
1900,New Haven,CT,27.35925102,50,7.099999905,0.418518513,0.025,0.025,0.174999997,1080,3.802748442,48.52412415,0,0.268700778
1900,New London,CT,28.60427856,50,7.099999905,0.451428562,0.017142856,0,0.257142872,175,3.802748442,48.52412415,1,0.240641713
1900,New Orleans,LA,25.84009743,161,8,0.45315221,0.052594915,0.026471613,0.199582025,2871,4.754056931,66.60774994,1,0.100242801
1900,New Rochelle,NY,25.81879234,110,7.099999905,0.414965987,0.006802721,0.020408163,0.183673471,147,3.278735399,45.26791,1,0.234899327
1900,New York,NY,26.02199745,95,7.300000191,0.483968526,0.020433385,0.031377763,0.201306686,34355.53906,3.278735399,45.26791,1,0.372968614
1900,Newark,NJ,26.52950287,280,7.699999809,0.460569113,0.021138212,0.029268293,0.210975617,2460,3.752266169,52.19020462,1,0.290760875
1900,Newark,OH,26.9375,112,7.599999905,0.3480663,0.060773481,0.027624309,0.154696137,181,3.193537951,50.73552704,0,0.075000003
1900,Newburgh,NY,31.93902397,110,7.099999905,0.401606441,0.044176705,0.012048192,0.132530123,249,3.278735399,45.26791,1,0.170731708
1900,Newburyport,MA,32.93918991,30,6.400000095,0.270833343,0.041666668,0.034722224,0.173611104,144,3.61384511,47.72419739,0,0.182432428
1900,Newport,KY,28.98666573,362,7.5,0.388692588,0.060070671,0.031802122,0.176678449,283,3.956812859,55.77843475,1,0.200000003
1900,Newport,RI,29.29889297,60,6.5,0.415178567,0.089285716,0.017857144,0.258928567,224,3.64639616,49.44685745,0,0.250922501
1900,Newton,MA,27.53243256,21,6.5,0.334328353,0.026865672,0.020895522,0.24776119,335,3.61384511,47.72419739,1,0.321621627
1900,Niagara Falls,NY,24.73113251,140,8.199999809,0.40206185,0.108247422,0,0.221649483,194,3.278735399,45.26791,1,0.259433955
1900,Norfolk,VA,26.75245667,45,6.800000191,0.748927057,0.079399139,0.030042918,0.227467805,466,3.557668209,55.20402145,1,0.053045187
1900,Norristown,PA,31.30047035,148,7.599999905,0.252252251,0.045045044,0.022522522,0.184684679,222,3.350943089,48.97149277,1,0.164319247
1900,Northampton,MA,30.70833397,11,6.400000095,0.39784947,0.043010753,0.016129032,0.274193555,186,3.61384511,47.72419739,0,0.286458343
1900,Norwich,CT,32.75757599,50,6.5,0.529069781,0.040697675,0.005813953,0.261627913,172,3.802748442,48.52412415,1,0.303030312
1900,Oakland,CA,28.92000008,26,8.899999619,0.16890882,0.023916293,0.032884903,0.195814654,669,1.850306988,59.02616882,0,0.253846169
1900,Omaha,NE,27.11122704,286,8.199999809,0.267317086,0.023414634,0.022439023,0.188292682,1025,1.903238297,48.77492523,1,0.244491085
1900,Orange,NJ,29.39430809,280,7.699999809,0.40663901,0.033195022,0.033195022,0.236514524,241,3.752266169,52.19020462,1,0.353658527
1900,Pawtucket,RI,30.75139618,60,6.5,0.479591846,0.022959184,0.035714287,0.173469394,392,3.64639616,49.44685745,1,0.340782136
1900,Perth Amboy,NJ,23.99111176,73,7.5,0.630681813,0,0.051136363,0.227272734,176,3.752266169,52.19020462,1,0.582222223
1900,Philadelphia,PA,27.62750053,148,7.599999905,0.295686454,0.037183054,0.021335807,0.202767476,12936,3.350943089,48.97149277,1,0.231979534
1900,Pittsburgh,PA,25.90432167,111,7.300000191,0.485696524,0.144278601,0.015547263,0.200870648,3216,3.350943089,48.97149277,1,0.263580233
1900,Pittsfield,MA,26.77927971,43,7.300000191,0.364055306,0.023041476,0.013824885,0.258064508,217,3.61384511,47.72419739,0,0.189189196
1900,Plainfield,NJ,28.55688667,72,7.800000191,0.431372553,0.019607844,0.013071896,0.248366013,153,3.752266169,52.19020462,1,0.167664677
1900,Pontiac,MI,32.8571434,269,8,0.195876285,0.020618556,0.020618556,0.206185564,97,2.610051155,44.54868317,0,0.142857149
1900,Port Huron,MI,27.81927681,269,8,0.272251308,0.047120418,0.031413611,0.188481674,191,2.610051155,44.54868317,1,0.313253015
1900,Portland,ME,30.1875,9,6.900000095,0.425149709,0.041916169,0.0499002,0.203592807,501,3.580913782,41.25073242,0,0.204166666
1900,Portsmouth,OH,28.25388527,47,7.800000191,0.42696628,0.067415729,0.028089888,0.224719107,178,3.193537951,50.73552704,1,0.082901552
1900,Pottsville,PA,27.91411018,176,7.699999809,0.299363047,0.044585988,0,0.140127391,157,3.350943089,48.97149277,1,0.184049085
1900,Poughkeepsie,NY,34.44390106,110,7.099999905,0.404166669,0.045833334,0.004166667,0.174999997,240,3.278735399,45.26791,1,0.175609753
1900,Providence,RI,27.91661835,60,6.5,0.455270648,0.023931624,0.042735044,0.202849001,1755,3.64639616,49.44685745,1,0.302472681
1900,Quincy,IL,28.88524628,195,8.199999809,0.24585636,0.03038674,0.008287293,0.190607741,362,3.161184311,51.95226669,1,0.155737698
1900,Quincy,MA,29.92237473,21,6.5,0.344537824,0.016806724,0.025210084,0.184873953,238,3.61384511,47.72419739,1,0.315068483
1900,Raleigh,NC,26.51006699,20,6.800000191,0.54411763,0.095588237,0,0.286764711,136,4.122792244,59.11761856,1,0.006711409
1900,Reading,PA,26.97390175,195,7.800000191,0.506970823,0.048162229,0.019011406,0.149556398,789,3.350943089,48.97149277,1,0.111263737
1900,Richmond,IN,31.8449192,362,7.5,0.214285716,0.032967035,0.010989011,0.197802201,182,3.365818739,51.8216362,1,0.096256681
1900,Richmond,VA,27.35587502,70,7.599999905,0.661176443,0.104705885,0.028235294,0.237647057,850,3.557668209,55.20402145,1,0.039911307
1900,Rochester,NY,28.04916191,130,7.800000191,0.215252146,0.017220173,0.017220173,0.206027061,1626,3.278735399,45.26791,1,0.276460379
1900,Rome,NY,30.95833397,120,8.199999809,0.209150329,0.019607844,0.019607844,0.209150329,153,3.278735399,45.26791,1,0.194444448
1900,Sacramento,CA,30.12540245,80,8,0.219178081,0.075342469,0.023972603,0.19178082,292,1.850306988,59.02616882,0,0.266881019
1900,Saginaw,MI,25.85574532,96,8,0.278959811,0.028368793,0.016548464,0.189125299,423,2.610051155,44.54868317,1,0.239608809
1900,St. Louis,MO,26.38107872,221,8.300000191,0.315890133,0.03251043,0.01825452,0.193497911,5752,3.417046785,54.64561462,1,0.190628335
1900,St. Paul,MN,26.30449677,175,8.100000381,0.228834361,0.021472393,0.029447854,0.205521479,1630,2.180336237,40.81125641,1,0.274331242
1900,Salem,MA,28.62716675,21,6.5,0.526462376,0.022284122,0.036211699,0.175487459,359,3.61384511,47.72419739,0,0.289017349
1900,Salt Lake City,UT,25.14417839,159,7.400000095,0.368224293,0.039252337,0.014953271,0.175700933,535,0.954605281,48.02865601,1,0.212569311
1900,San Francisco,CA,30.61156464,26,8.899999619,0.264371157,0.030347243,0.046104465,0.200175077,3427,1.850306988,59.02616882,1,0.338480175
1900,Savannah,GA,25.34805679,29,6.800000191,0.612546146,0.040590405,0.018450184,0.250922501,542,4.165372849,63.82441711,1,0.042402826
1900,Schenectady,NY,28.6540699,43,7.300000191,0.427215189,0.041139241,0.025316456,0.199367091,316,3.278735399,45.26791,1,0.252906978
1900,Scranton,PA,24.57346916,176,7.699999809,0.478431374,0.034313727,0.007843138,0.160784319,1020,3.350943089,48.97149277,1,0.265306115
1900,Seattle,WA,31.60869598,15,7.199999809,0.155086845,0.034739453,0.018610422,0.156327546,806,3.08848691,48.04576111,1,0.308807135
1900,Sioux City,IA,27.14569473,445,7.199999809,0.277945608,0.039274924,0.01510574,0.187311172,331,2.696089268,47.67002869,1,0.235099331
1900,Somerville,MA,28.14731407,21,6.5,0.376623362,0.016233766,0.025974026,0.191558436,616,3.61384511,47.72419739,0,0.280762553
1900,Springfield,IL,27.09565163,195,8.199999809,0.304985344,0.035190616,0.017595308,0.178885624,341,3.161184311,51.95226669,1,0.150724635
1900,Springfield,MA,28.88585281,11,6.400000095,0.404838711,0.027419355,0.035483871,0.216129035,620,3.61384511,47.72419739,0,0.24598071
1900,Stamford,CT,28.73825455,28,6.699999809,0.333333343,0.031446543,0.006289308,0.150943398,159,3.802748442,48.52412415,1,0.355704695
1900,Superior,WI,25.65551758,45,7.900000095,0.390322566,0.116129033,0.016129032,0.167741939,310,2.617222309,43.04780579,1,0.39464882
1900,Syracuse,NY,29.07427025,120,8.199999809,0.254847646,0.029547554,0.02677747,0.219759926,1083,3.278735399,45.26791,1,0.214854106
1900,Taunton,MA,28.02108383,2,5.699999809,0.522580624,0.025806451,0.012903226,0.1967742,310,3.61384511,47.72419739,0,0.25
1900,Toledo,OH,26.6198349,127,8.100000381,0.361911982,0.040971167,0.02124431,0.188163891,1318,3.193537951,50.73552704,1,0.198347107
1900,Trenton,NJ,26.87387466,148,7.599999905,0.409276932,0.032742154,0.015006822,0.192360163,733,3.752266169,52.19020462,0,0.203346208
1900,Troy,NY,29.6522522,43,7.300000191,0.457095712,0.132013202,0.02310231,0.217821777,606,3.278735399,45.26791,1,0.21081081
1900,Waltham,MA,27.53738403,21,6.5,0.273504287,0.021367522,0.055555556,0.1965812,234,3.61384511,47.72419739,0,0.205607474
1900,Warren,OH,22.01250076,125,8,0.188235298,0.094117649,0,0.188235298,85,3.193537951,50.73552704,1,0.100000001
1900,Washington,DC,29.7032795,127,8,0.486544669,0.079655543,0.033010405,0.219232142,2787,3.557668209,55.20402145,1,0.082379863
1900,Waterbury,CT,25.95127106,50,6.5,0.648471594,0.054585151,0.034934498,0.213973805,458,3.802748442,48.52412415,0,0.292372882
1900,Wheeling,WV,26.86516762,109,7.400000095,0.29896906,0.05927835,0.012886598,0.208762884,388,3.69141078,51.91315842,1,0.115168542
1900,Williamsport,PA,29.01736069,145,8,0.198606268,0.027874565,0.013937282,0.195121944,287,3.350943089,48.97149277,0,0.090277776
1900,Wilmington,DE,27.68671417,77,5.800000191,0.460130721,0.052287582,0.002614379,0.189542487,765,3.71024847,54.80504227,1,0.146853149
1900,Wilmington,NC,28.55494499,20,6.800000191,0.741626799,0.10047847,0.057416268,0.229665071,209,4.122792244,59.11761856,0,0.027472528
1900,Woonsocket,RI,25.32094574,2,5.699999809,0.744680822,0.028368793,0.039007094,0.191489369,282,3.64639616,49.44685745,1,0.5
1900,Worcester,MA,28.08880997,21,6.5,0.429054052,0.025337838,0.024493244,0.184966221,1184,3.61384511,47.72419739,0,0.309946716
1900,Yonkers,NY,26.67827797,110,7.099999905,0.446764082,0.006263048,0.039665971,0.208768263,479,3.278735399,45.26791,1,0.329918027
1900,Youngstown,OH,25.20541763,111,7.300000191,0.314732134,0.082589284,0.004464286,0.183035716,448,3.193537951,50.73552704,1,0.234762982
